timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1614679008810,43,Kittens-17,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1602,203,4,6,http://tse1.mm.bing.net/th?q=Really+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,43,0,21
1614679008854,44,Kittens-18,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1640,198,4,6,http://tse3.mm.bing.net/th?q=Ginger+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,44,0,21
1614679008899,49,Kittens-19,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1868,200,4,6,http://tse4.mm.bing.net/th?q=Too+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,49,0,17
1614679008948,19,Kittens-20,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1500,198,4,6,http://tse3.mm.bing.net/th?q=Fluffy+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,19,0,0
1614679008967,20,Kittens-21,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1509,201,4,6,http://tse4.mm.bing.net/th?q=Cute+Baby+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,20,0,0
1614679008987,22,Kittens-22,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,2006,200,4,6,http://tse1.mm.bing.net/th?q=Precious+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,22,0,0
1614679009009,53,Kittens-23,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,8003,184,4,6,http://tse4.mm.bing.net/th/id/OIP.EU8SktG5ZMii70PgLSZEiQHaIF?w=191&h=209&c=7&o=5&pid=1.7,53,0,0
1614679009063,25,Kittens-24,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9588,232,4,6,http://tse3.mm.bing.net/th?q=Little+Baby+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,25,0,0
1614679009088,82,Kittens-25,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,5541,184,4,6,http://tse4.mm.bing.net/th/id/OIP.1BLPgeOcciiQS0BjG1qktgHaHm?w=191&h=196&c=7&o=5&pid=1.7,82,0,0
1614679009170,31,Kittens-26,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12066,184,4,6,http://tse1.mm.bing.net/th/id/OIP.DYS2GCbA20jAS2n271fVRgHaLI?w=191&h=288&c=7&o=5&pid=1.7,31,0,0
1614679009202,75,Kittens-27,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,10294,184,4,6,http://tse2.mm.bing.net/th/id/OIP.dxS3hmLb4wG2kgWr7YmErwAAAA?w=191&h=260&c=7&o=5&pid=1.7,75,0,18
1614679009277,121,Kittens-28,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,13421,184,4,6,http://tse4.mm.bing.net/th/id/OIP.Xu7KS9rBARpSC1LcidhKKwHaMY?w=191&h=320&c=7&o=5&pid=1.7,121,0,0
1614679009398,55,Kittens-29,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,8790,184,4,6,http://tse2.mm.bing.net/th/id/OIP.0MQsBA0jAi0NTv_rKmbTCwAAAA?w=191&h=255&c=7&o=5&pid=1.7,55,0,0
1614679009453,73,Kittens-30,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12543,184,4,6,http://tse4.mm.bing.net/th/id/OIP.87hD7hGp7y1lHaF0HzYyrQHaK7?w=191&h=282&c=7&o=5&pid=1.7,73,0,0
1614679009526,24,Kittens-31,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,11837,184,4,6,http://tse1.mm.bing.net/th/id/OIP.8H5mYRoTtJyhQ1g-Fn5cmQHaLB?w=191&h=286&c=7&o=5&pid=1.7,22,0,0
1614679009550,57,Kittens-32,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,10283,184,4,6,http://tse4.mm.bing.net/th/id/OIP.p-oQ3KFc_2cndtaEoIMRrgHaJ4?w=191&h=255&c=7&o=5&pid=1.7,57,0,0
1614679009607,114,Kittens-33,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9768,184,4,6,http://tse4.mm.bing.net/th/id/OIP.QKHJvMZdRmHVFFuH-qNyCwHaKk?w=191&h=272&c=7&o=5&pid=1.7,114,0,0
1614679009721,27,Kittens-34,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,13199,232,4,6,http://tse4.mm.bing.net/th?q=Cute+Teacup+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,27,0,0
1614679009748,20,Kittens-35,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,482,141,4,6,http://www.bing.com/sa/simg/Flag_Feedback.png,20,0,0
1614679009768,18,Kittens-36,200,OK,Bing Various 2-4,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,936,150,4,6,http://www.bing.com/rp/ytiieusXgM2K8bLkEDP-AS1ePds.png,18,0,0
1614679009786,39,Kittens-37,200,OK,Bing Various 2-4,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1110,149,4,6,http://www.bing.com/rp/da3XTE4E24gCNAQJm5tKrqZDeuc.js,39,0,0
1614679009825,20,Kittens-38,200,OK,Bing Various 2-4,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7000,149,4,6,http://www.bing.com/rp/BVRRZgrJAOx-_HOHkWyllv5vdF4.js,20,0,0
1614679008454,1708,Kittens,200,OK,Bing Various 2-5,text,false,One or more sub-samples failed,668062,6973,4,6,http://www.bing.com/images/search?q=Kittens,51,0,22
1614679008454,51,Kittens-0,301,Moved Permanently,Bing Various 2-5,,false,Response was null,275,135,4,6,http://bing.com/images/search?q=Kittens,51,0,22
1614679008506,345,Kittens-1,200,OK,Bing Various 2-5,text,true,,453447,139,4,6,http://www.bing.com/images/search?q=Kittens,98,0,21
1614679008869,25,Kittens-2,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,4616,138,4,6,http://www.bing.com/sa/simg/favicon-2x.ico,25,0,0
1614679008894,20,Kittens-3,200,OK,Bing Various 2-5,text,true,,1376,150,4,6,http://www.bing.com/rp/XvRHqJwJt19aXQca73hQTfvNMxk.svg,20,0,0
1614679008915,22,Kittens-4,200,OK,Bing Various 2-5,text,true,,1502,150,4,6,http://www.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg,22,0,0
1614679008937,16,Kittens-5,200,OK,Bing Various 2-5,text,true,,1933,150,4,6,http://www.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg,16,0,0
1614679008953,17,Kittens-6,200,OK,Bing Various 2-5,text,true,,1113,150,4,6,http://www.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg,17,0,0
1614679008970,21,Kittens-7,200,OK,Bing Various 2-5,text,true,,1795,150,4,6,http://www.bing.com/rp/UYtUYDcn1oZlFG-YfBPz59zejYI.svg,20,0,0
1614679008991,19,Kittens-8,200,OK,Bing Various 2-5,text,true,,1557,150,4,6,http://www.bing.com/rp/KC_nX2_tPPyFvVw1RK20Yu1FyDk.svg,19,0,0
1614679009010,103,Kittens-9,200,OK,Bing Various 2-5,text,true,,1943,150,4,6,http://www.bing.com/rp/NnFHhz2jL6yzChtIhaB5IIVKY5k.svg,103,0,0
1614679009113,19,Kittens-10,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1505,150,4,6,http://www.bing.com/rp/jZQUtjbvBNTFVhjuc1I6KRsoYFQ.css,19,0,0
1614679009133,21,Kittens-11,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1545,150,4,6,http://www.bing.com/rp/DGRMR9NeVlyY3l85HlsGXYkE8_s.css,21,0,0
1614679009154,19,Kittens-12,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1210,150,4,6,http://www.bing.com/rp/K1lFw1Mm-fGE5oJrZ4Sbf44j-54.css,19,0,0
1614679009173,28,Kittens-13,200,OK,Bing Various 2-5,text,true,,7544,150,4,6,http://www.bing.com/rp/IM8yRggr6PIeHc40CX57dqaq-lc.css,28,0,0
1614679009201,22,Kittens-14,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1772,150,4,6,http://www.bing.com/rp/dPivqrU3cqe5fmsrlV6oVXWN6J8.css,22,0,0
1614679009223,20,Kittens-15,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,4626,150,4,6,http://www.bing.com/rp/fWNNQ1PnvP0-d6lD80KSmXG3Q4o.css,20,0,0
1614679009243,21,Kittens-16,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,2630,150,4,6,http://www.bing.com/rp/kFAqShRrnkQMbH6NYLBYoJ3lq9s.png,21,0,0
1614679009265,43,Kittens-17,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1602,203,4,6,http://tse1.mm.bing.net/th?q=Really+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,43,0,18
1614679009308,43,Kittens-18,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1640,198,4,6,http://tse3.mm.bing.net/th?q=Ginger+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,43,0,18
1614679009352,47,Kittens-19,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1868,200,4,6,http://tse4.mm.bing.net/th?q=Too+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,47,0,22
1614679009399,23,Kittens-20,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1500,198,4,6,http://tse3.mm.bing.net/th?q=Fluffy+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,23,0,0
1614679009423,23,Kittens-21,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1509,201,4,6,http://tse4.mm.bing.net/th?q=Cute+Baby+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,23,0,0
1614679009446,19,Kittens-22,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,2006,200,4,6,http://tse1.mm.bing.net/th?q=Precious+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,19,0,0
1614679009466,25,Kittens-23,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9373,184,4,6,http://tse4.mm.bing.net/th/id/OIP.g7X44N3UTeeiqR-bw-4tugHaFy?w=191&h=149&c=7&o=5&pid=1.7,25,0,0
1614679009491,22,Kittens-24,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7544,184,4,6,http://tse4.mm.bing.net/th/id/OIP.y09KdGz4r3jEnzA3XHeWvwHaE8?w=191&h=128&c=7&o=5&pid=1.7,22,0,0
1614679009513,24,Kittens-25,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,3973,184,4,6,http://tse3.mm.bing.net/th/id/OIP.iPPdhC1Lio2Qj-bOjyq6LgHaEK?w=191&h=107&c=7&o=5&pid=1.7,24,0,0
1614679009537,25,Kittens-26,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,18641,184,4,6,http://tse4.mm.bing.net/th/id/OIP.xO9-9frMZ9NjfJx9trxhBwDPEt?w=191&h=278&c=7&o=5&pid=1.7,25,0,0
1614679009562,92,Kittens-27,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12537,184,4,6,http://tse1.mm.bing.net/th/id/OIP.E5J6CtifNwNYEkCuJAkTBwHaJ4?w=191&h=255&c=7&o=5&pid=1.7,91,0,0
1614679009654,20,Kittens-28,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,11852,184,4,6,http://tse4.mm.bing.net/th/id/OIP.p7QwnVvTLTfiCBCddqt0-gAAAA?w=191&h=289&c=7&o=5&pid=1.7,20,0,0
1614679009674,26,Kittens-29,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,13199,232,4,6,http://tse4.mm.bing.net/th?q=Cute+Teacup+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,26,0,0
1614679009700,21,Kittens-30,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,14629,184,4,6,http://tse4.mm.bing.net/th/id/OIP.FXwOjB9bdzOykuPW-uVWQAHaJ3?w=191&h=255&c=7&o=5&pid=1.7,21,0,0
1614679009721,27,Kittens-31,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12080,184,4,6,http://tse3.mm.bing.net/th/id/OIP.d-tqJewhqKAcGLnJfE0JIAHaLO?w=191&h=289&c=7&o=5&pid=1.7,27,0,0
1614679009757,98,Kittens-32,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12312,184,4,6,http://tse2.mm.bing.net/th/id/OIP.lyOHk9GXL6KlyUyx3g8wdgAAAA?w=191&h=286&c=7&o=5&pid=1.7,96,0,17
1614679009855,24,Kittens-33,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,10197,184,4,6,http://tse4.mm.bing.net/th/id/OIP.ryWck3N9kgsZQIT7ZNNLhQHaLG?w=191&h=286&c=7&o=5&pid=1.7,24,0,0
1614679009879,25,Kittens-34,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7321,184,4,6,http://tse3.mm.bing.net/th/id/OIP.aw-rnbZtIHQn0AM4gL34ugHaE7?w=191&h=127&c=7&o=5&pid=1.7,25,0,0
1614679009904,25,Kittens-35,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9588,232,4,6,http://tse3.mm.bing.net/th?q=Little+Baby+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,25,0,0
1614679009929,25,Kittens-36,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,14775,184,4,6,http://tse4.mm.bing.net/th/id/OIP.sFUYyGfpDLPzoCtC3-UOoQHaJ4?w=191&h=255&c=7&o=5&pid=1.7,24,0,0
1614679009954,143,Kittens-37,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,482,141,4,6,http://www.bing.com/sa/simg/Flag_Feedback.png,143,0,0
1614679010097,21,Kittens-38,200,OK,Bing Various 2-5,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,936,150,4,6,http://www.bing.com/rp/ytiieusXgM2K8bLkEDP-AS1ePds.png,21,0,0
1614679010118,20,Kittens-39,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1109,149,4,6,http://www.bing.com/rp/da3XTE4E24gCNAQJm5tKrqZDeuc.js,20,0,0
1614679010138,24,Kittens-40,200,OK,Bing Various 2-5,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7000,149,4,6,http://www.bing.com/rp/BVRRZgrJAOx-_HOHkWyllv5vdF4.js,23,0,0
1614679008965,1949,Kittens,200,OK,Bing Various 2-6,text,false,One or more sub-samples failed,668374,6973,4,6,http://www.bing.com/images/search?q=Kittens,44,0,18
1614679008965,44,Kittens-0,301,Moved Permanently,Bing Various 2-6,,false,Response was null,275,135,4,6,http://bing.com/images/search?q=Kittens,44,0,18
1614679009010,463,Kittens-1,200,OK,Bing Various 2-6,text,true,,453757,139,4,6,http://www.bing.com/images/search?q=Kittens,110,0,23
1614679009487,26,Kittens-2,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,4616,138,4,6,http://www.bing.com/sa/simg/favicon-2x.ico,26,0,0
1614679009513,22,Kittens-3,200,OK,Bing Various 2-6,text,true,,1376,150,4,6,http://www.bing.com/rp/XvRHqJwJt19aXQca73hQTfvNMxk.svg,22,0,0
1614679009535,18,Kittens-4,200,OK,Bing Various 2-6,text,true,,1502,150,4,6,http://www.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg,18,0,0
1614679009553,22,Kittens-5,200,OK,Bing Various 2-6,text,true,,1933,150,4,6,http://www.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg,22,0,0
1614679009575,22,Kittens-6,200,OK,Bing Various 2-6,text,true,,1113,150,4,6,http://www.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg,22,0,0
1614679009597,17,Kittens-7,200,OK,Bing Various 2-6,text,true,,1795,150,4,6,http://www.bing.com/rp/UYtUYDcn1oZlFG-YfBPz59zejYI.svg,17,0,0
1614679009614,25,Kittens-8,200,OK,Bing Various 2-6,text,true,,1557,150,4,6,http://www.bing.com/rp/KC_nX2_tPPyFvVw1RK20Yu1FyDk.svg,25,0,0
1614679009639,16,Kittens-9,200,OK,Bing Various 2-6,text,true,,1943,150,4,6,http://www.bing.com/rp/NnFHhz2jL6yzChtIhaB5IIVKY5k.svg,16,0,0
1614679009655,22,Kittens-10,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1505,150,4,6,http://www.bing.com/rp/jZQUtjbvBNTFVhjuc1I6KRsoYFQ.css,22,0,0
1614679009677,27,Kittens-11,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1545,150,4,6,http://www.bing.com/rp/DGRMR9NeVlyY3l85HlsGXYkE8_s.css,27,0,0
1614679009704,26,Kittens-12,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1210,150,4,6,http://www.bing.com/rp/K1lFw1Mm-fGE5oJrZ4Sbf44j-54.css,26,0,0
1614679009730,25,Kittens-13,200,OK,Bing Various 2-6,text,true,,7544,150,4,6,http://www.bing.com/rp/IM8yRggr6PIeHc40CX57dqaq-lc.css,25,0,0
1614679009756,21,Kittens-14,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1772,150,4,6,http://www.bing.com/rp/dPivqrU3cqe5fmsrlV6oVXWN6J8.css,21,0,0
1614679009777,48,Kittens-15,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,4626,150,4,6,http://www.bing.com/rp/fWNNQ1PnvP0-d6lD80KSmXG3Q4o.css,48,0,0
1614679009826,41,Kittens-16,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,2630,150,4,6,http://www.bing.com/rp/kFAqShRrnkQMbH6NYLBYoJ3lq9s.png,41,0,0
1614679009868,51,Kittens-17,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1602,203,4,6,http://tse1.mm.bing.net/th?q=Really+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,51,0,26
1614679009920,44,Kittens-18,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1640,198,4,6,http://tse3.mm.bing.net/th?q=Ginger+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,44,0,19
1614679009964,52,Kittens-19,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1868,200,4,6,http://tse4.mm.bing.net/th?q=Too+Cute+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,52,0,25
1614679010016,19,Kittens-20,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1500,198,4,6,http://tse3.mm.bing.net/th?q=Fluffy+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,19,0,0
1614679010035,19,Kittens-21,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1509,201,4,6,http://tse4.mm.bing.net/th?q=Cute+Baby+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,19,0,0
1614679010054,20,Kittens-22,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,2006,200,4,6,http://tse1.mm.bing.net/th?q=Precious+Kittens&w=42&h=42&c=7&rs=1&p=0&o=5&pid=1.7&mkt=en-GB&adlt=moderate,20,0,0
1614679010074,29,Kittens-23,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9373,184,4,6,http://tse4.mm.bing.net/th/id/OIP.g7X44N3UTeeiqR-bw-4tugHaFy?w=191&h=149&c=7&o=5&pid=1.7,29,0,0
1614679010103,24,Kittens-24,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7544,184,4,6,http://tse4.mm.bing.net/th/id/OIP.y09KdGz4r3jEnzA3XHeWvwHaE8?w=191&h=128&c=7&o=5&pid=1.7,24,0,0
1614679010127,72,Kittens-25,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,3974,184,4,6,http://tse3.mm.bing.net/th/id/OIP.iPPdhC1Lio2Qj-bOjyq6LgHaEK?w=191&h=107&c=7&o=5&pid=1.7,72,0,0
1614679010199,24,Kittens-26,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,18641,184,4,6,http://tse4.mm.bing.net/th/id/OIP.xO9-9frMZ9NjfJx9trxhBwDPEt?w=191&h=278&c=7&o=5&pid=1.7,24,0,0
1614679010223,26,Kittens-27,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12536,184,4,6,http://tse1.mm.bing.net/th/id/OIP.E5J6CtifNwNYEkCuJAkTBwHaJ4?w=191&h=255&c=7&o=5&pid=1.7,26,0,0
1614679010249,36,Kittens-28,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,11852,184,4,6,http://tse4.mm.bing.net/th/id/OIP.p7QwnVvTLTfiCBCddqt0-gAAAA?w=191&h=289&c=7&o=5&pid=1.7,36,0,0
1614679010285,22,Kittens-29,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,13199,232,4,6,http://tse4.mm.bing.net/th?q=Cute+Teacup+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,22,0,0
1614679010307,23,Kittens-30,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,14629,184,4,6,http://tse4.mm.bing.net/th/id/OIP.FXwOjB9bdzOykuPW-uVWQAHaJ3?w=191&h=255&c=7&o=5&pid=1.7,23,0,0
1614679010330,58,Kittens-31,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12081,184,4,6,http://tse3.mm.bing.net/th/id/OIP.d-tqJewhqKAcGLnJfE0JIAHaLO?w=191&h=289&c=7&o=5&pid=1.7,58,0,0
1614679010388,260,Kittens-32,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,12312,184,4,6,http://tse2.mm.bing.net/th/id/OIP.lyOHk9GXL6KlyUyx3g8wdgAAAA?w=191&h=286&c=7&o=5&pid=1.7,260,0,24
1614679010648,25,Kittens-33,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,10197,184,4,6,http://tse4.mm.bing.net/th/id/OIP.ryWck3N9kgsZQIT7ZNNLhQHaLG?w=191&h=286&c=7&o=5&pid=1.7,25,0,0
1614679010673,50,Kittens-34,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,7322,184,4,6,http://tse3.mm.bing.net/th/id/OIP.aw-rnbZtIHQn0AM4gL34ugHaE7?w=191&h=127&c=7&o=5&pid=1.7,50,0,0
1614679010723,30,Kittens-35,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,9588,232,4,6,http://tse3.mm.bing.net/th?q=Little+Baby+Kittens&dc=3&w=100&h=100&c=1&rs=1&pid=InlineBlock&mkt=en-GB&adlt=moderate&t=1&mw=240&sr=3&shs=2,30,0,0
1614679010753,63,Kittens-36,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,14775,184,4,6,http://tse4.mm.bing.net/th/id/OIP.sFUYyGfpDLPzoCtC3-UOoQHaJ4?w=191&h=255&c=7&o=5&pid=1.7,63,0,0
1614679010816,24,Kittens-37,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,482,141,4,6,http://www.bing.com/sa/simg/Flag_Feedback.png,24,0,0
1614679010840,21,Kittens-38,200,OK,Bing Various 2-6,bin,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,936,150,4,6,http://www.bing.com/rp/ytiieusXgM2K8bLkEDP-AS1ePds.png,21,0,0
1614679010861,24,Kittens-39,200,OK,Bing Various 2-6,text,false,Test failed: text expected something using /200/	Test failed: text expected something using /301/	,1109,149,4,6,http://www.bing.com/rp/da3XTE4E24gCNAQJm5tKrqZDeuc.js,24,0,0
